"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Semana,"Presupuesto de la campaña","Tipo de presupuesto de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)","Tipo de resultado",Resultados,"Coste por resultado",Application,"All Leads",Alcance,Impresiones,"Clics en el enlace","CTR (porcentaje de clics en el enlace)","CPC (Coste por clic en el enlace)","CPM (coste por 1000 impresiones)","Reproducciones de vídeo",ThruPlays,"Coste por ThruPlay","ThruPlay / Video Plays Conversion Rate","Reproducciones de vídeo de 3 segundos","Coste por reproducción de video de 3 segundos","Reproducciones de vídeo hasta el 50 %","Visitas a la página de destino","Porcentaje de visitas a la página de destino por clics en el enlace","Coste por visita a la página de destino","Landing page views / Link clicks Conversion Rate","Inicio del informe","Fin del informe"
RMTEU_Spain_Global_Meta_Conversion_DV,IT,"New Sales Ad - Copy","2025-04-07 - 2025-04-13",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,Retargeting_Visitors_Web30d,R03_Image_LastCallMay25,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,25,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
"RMTEU_Spain_Global_Meta_EmbeddedForms_Masters TUNI",RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,666666,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_LastCall,02_Prospecting_Broad,02_Image_CohortMay,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,66,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Banners","AISchool_Visuals - Copy","2025-04-07 - 2025-04-13",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ES_FixPay,Prospecting,FixPay_AllCourses_ES_Prospecting_AllPlacements_Video,"2025-04-07 - 2025-04-13",667,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_FBAudience_Interests_IT,Image_AllPlacements_Carrousel,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_Visuals,"2025-04-07 - 2025-04-13",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ML,DataAnalysis,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-04-07 - 2025-04-13",364,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_DV,AWS,"New Sales Ad - Copy 2","2025-04-07 - 2025-04-13",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AI,Ad1,"New Sales Ad - Copy 2","2025-04-07 - 2025-04-13",1509,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Banners",AISchool_UISkills,"2025-04-07 - 2025-04-13",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_Data,"2025-04-07 - 2025-04-13",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign","RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_UISkills,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,356,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Visuals - Copy","2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_DV,Ad2,"New Sales Ad - Copy 2","2025-04-07 - 2025-04-13",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_LLA_QApps_1%,Image_AllPlacements_Static,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ML,DataMining,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-04-07 - 2025-04-13",364,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Leads_QuizQueProgramaDatos,01_Prospecting_Interests,02_Video_QAppDataMejorAmiga,"2025-04-07 - 2025-04-13",20,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ES,RTG,"New Leads Ad - Copy","2025-04-07 - 2025-04-13",50,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,ML,AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Retargeting_VisitorsWeb,01_Retargeting_VisitorsWeb_30d,01_Image_RTG_ISA,"2025-04-07 - 2025-04-13",62,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_DV,Ad2,"New Sales Ad","2025-04-07 - 2025-04-13",1560,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_TypeformQualified_RTG_Masters,01_Retargeting_Engaged_VideosMaster,02_Image_Boy,"2025-04-07 - 2025-04-13",19,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ML,DataMining,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-04-07 - 2025-04-13",1807,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Leads_EN_UX_ShortCourse,"ProgrammingLanguages + CD&Others","New Sales Ad - Copy 2","2025-04-07 - 2025-04-13",1500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion,RTG,Generic_CS,"2025-04-07 - 2025-04-13",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Awareness_Omnipresent,04_Broad_UnaClaseTodaEuropa,04_Image_UnaClaseTodaEuropa,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,2,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ML,DataScience,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-04-07 - 2025-04-13",686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_WD_ES,"Web Development_Feed",Webdevelopmentfeed3,"2025-04-07 - 2025-04-13",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_LLA_QApps_1%,Image_AllPlacements_Carrousel,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AI,Ad1,"New Sales Ad","2025-04-07 - 2025-04-13",3120,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"Prospecting - All Leads","Miquel_AllCourses_ES_LookalikeAudience_AllPlacements_Video - Copy","2025-04-07 - 2025-04-13",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Videos",AISchool_Visuals,"2025-04-07 - 2025-04-13",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ES,RTG,"ISA_AllCourses_ES_Retargeting_AllPlacements_Video - Copy 2","2025-04-07 - 2025-04-13",44,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ES,"LAA (New Video)","New Leads Ad - Copy","2025-04-07 - 2025-04-13",50,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ML,DataMining,DataScience_EN_Prospecting_AllPlacements_Video,"2025-04-07 - 2025-04-13",364,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests_Python,Video_AllPlacements_Static,"2025-04-07 - 2025-04-13",2485,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_DV,Ad3,"New Sales Ad - Copy 2","2025-04-07 - 2025-04-13",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,05_Prospecting_Interests_Interview,01_Video_Interview,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,68,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_FBAudience_Interests_ProgrammingLanguages,Video_AllPlacements_Static,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ABO_FinancingOptions_BCAS,04_Prospecting_LLA_BST_QApps,02_Video_BCAS_Nelson,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,68,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_LLA_QApps_1%,Image_AllPlacements_Carrousel,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners","AISchool_Visuals - Copy 2","2025-04-07 - 2025-04-13",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_TypeformQualified_Masters,01_Prospecting_Broad,02_Video_SiQuieresEntrarTech,"2025-04-07 - 2025-04-13",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ABO_FinancingOptions_BCAS,Prospecting_LLA_BST_2,Video_AllPlacements_Static_FinancingOptions_Elisa,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"RTG - All Leads","UGC_Pablo_AllCourses_ES_RTG_AllPlacements_Video - Copy 3","2025-04-07 - 2025-04-13",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_MK_LastCall,01_Prospecting_Broad,02_Video_Elena_FormEmpresa,"2025-04-07 - 2025-04-13",60,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ML,RTG,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-04-07 - 2025-04-13",1306,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_DV,"Cloud Storage","New Sales Ad - Copy","2025-04-07 - 2025-04-13",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_LLA_QApps_1%,Image_AllPlacements_Carrousel,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_DV,Ad3,"New Sales Ad","2025-04-07 - 2025-04-13",3591,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ES_Masters,02_Prospecting_Broad_Tour,02_Video_Tour,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,50,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_MKT_EN_CBO,Prospecting_LLA_Interests,Video_AllPlacements_Static_2,"2025-04-07 - 2025-04-13",185,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_MKT_EN_CBO,Retargeting_Visitors,Video_AllPlacements_Static_2,"2025-04-07 - 2025-04-13",185,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_LastCall,01_Prospecting_LLA2_BSTCRM,02_Image_CohortMay,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,57,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_AIProducts,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ML,Python,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-04-07 - 2025-04-13",686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_Summer,"LAA 1-2% BST",SummerCampaign_Silla,"2025-04-07 - 2025-04-13",15,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_InformationTech,Video_AllPlacements_Static_Marta_July2024,"2025-04-07 - 2025-04-13",37,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,02_Prospecting_Interests_Animation,02_Video_Animation,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,68,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion,"LAA - All Leads",Generic_All,"2025-04-07 - 2025-04-13",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"LLA - All Leads",Miquel_AllCourses_ES_LookalikeAudience_AllPlacements_Video,"2025-04-07 - 2025-04-13",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion,"All - All Leads",Generic_UX,"2025-04-07 - 2025-04-13",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,AI,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Videos",AISchool_Visuals,"2025-04-07 - 2025-04-13",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion,"All - All Leads",MarcosFranz,"2025-04-07 - 2025-04-13",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Influencer_ES,LLA,SergioPol,"2025-04-07 - 2025-04-13",80,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_Tech_Lab,01_Prospecting_Broad_Tech_Lab,04_Video_Tech_EntraAlTech,"2025-04-07 - 2025-04-13",150,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ES_CBO_BackToSchool_2024,Prospecting_LLA_QApps_1,Image_AllPlacements_Static_ClaraAbogada,"2025-04-07 - 2025-04-13",105,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AI,Ad2,"New Sales Ad","2025-04-07 - 2025-04-13",2808,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_DV,Ad3,"New Sales Ad - Copy","2025-04-07 - 2025-04-13",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"Prospecting - All Leads",UGC_Snadra_AllCourses_ES_Prospecting_AllPlacements_Video,"2025-04-07 - 2025-04-13",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Banners",AISchool_Visuals,"2025-04-07 - 2025-04-13",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AI,Ad1,"New Sales Ad - Copy 2","2025-04-07 - 2025-04-13",520,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_AI,Video_AllPlacements_Static_Ellie_AI,"2025-04-07 - 2025-04-13",1654,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,"Prospecting_FBAudience_Interests_Computer science",Image_AllPlacements_Carrousel,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,ML,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_ML,Video_AllPlacements_Static_Marta_July2024,"2025-04-07 - 2025-04-13",37,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ES_FixPay,"LLA - All Leads","FixPay_AllCourses_ES_LookalikeAudience_AllPlacements_Video - Copy 2","2025-04-07 - 2025-04-13",667,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_BestInCode,PRO_Broad_es,03IMA_ClaseOnlineEuropa,"2025-04-07 - 2025-04-13",50,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners","AISchool_AIProducts - Copy","2025-04-07 - 2025-04-13",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_WD_ES,jh+cd_Feed,jh+cd2feed,"2025-04-07 - 2025-04-13",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Leads_EN_UX_ShortCourse,ProgrammingLanguages,"New Sales Ad - Copy","2025-04-07 - 2025-04-13",1500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_DV,Ad3,"New Sales Ad","2025-04-07 - 2025-04-13",1560,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_TypeformQualified_Masters,01_Prospecting_Broad,01_Video_EstudiaYTrabaja,"2025-04-07 - 2025-04-13",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_Masters,01_Prospecting_Broad,01_Video_ElenaF2F,"2025-04-07 - 2025-04-13",99,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign","RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_UISkills,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,356,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Prospecting_MKT_EN_ABO,Prospecting_FBAudience_Interests_DigitalMarketing,Video_AllPlacements_Static_2409,"2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,70,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_TypeformQualified_RTG_Masters,01_Retargeting_Engaged_VideosMaster,02_Image_Boy,"2025-04-07 - 2025-04-13",19,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Videos",AISchool_AIProducts,"2025-04-07 - 2025-04-13",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_ML,DigitalData,DataScience_EN_Prospecting_AllPlacements_Video,"2025-04-07 - 2025-04-13",1807,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Visuals - Copy 2","2025-04-07 - 2025-04-13","Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
RMTEU_Spain_Global_Meta_Conversion_AI,Ad3,"New Sales Ad","2025-04-07 - 2025-04-13",1509,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-04-07,2025-04-13
