"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Semana,"Presupuesto de la campaña","Tipo de presupuesto de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)","Tipo de resultado",Resultados,"Coste por resultado",Application,"All Leads",Alcance,Impresiones,"Clics en el enlace","CTR (porcentaje de clics en el enlace)","CPC (Coste por clic en el enlace)","CPM (coste por 1000 impresiones)","Reproducciones de vídeo",ThruPlays,"Coste por ThruPlay","ThruPlay / Video Plays Conversion Rate","Reproducciones de vídeo de 3 segundos","Coste por reproducción de video de 3 segundos","Reproducciones de vídeo hasta el 50 %","Visitas a la página de destino","Porcentaje de visitas a la página de destino por clics en el enlace","Coste por visita a la página de destino","Landing page views / Link clicks Conversion Rate","Inicio del informe","Fin del informe"
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_LLA_QApps_1%,"Image_AllPlacements_Static - Copy 2","2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,01_Prospecting_Broad_Interview,03_Video_Interview_wInfo,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,78,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion,"LAA - Web Application",Generic_DA,"2025-02-12 - 2025-02-18",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_WD_EN_ABO_ValueProp_02,01_Prospecting_Broad_1ISA,01_Video,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,13,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_WD_ES,courses_stories,courses1stories,"2025-02-12 - 2025-02-18",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Small Business Owners","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_EN_ABO_ValueProp_01,02_Prospecting_LLA_WD,02_Image_WD_2Career,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,36,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AI,Ad2,"New Sales Ad - Copy 2","2025-02-12 - 2025-02-18",1509,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ES,LLA,WD,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,34,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,"Prospecting_FBAudience_Interests_Computer science",Video_AllPlacements_Static,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ML,DataAnalysis,DataScience_EN_Prospecting_AllPlacements_Video,"2025-02-12 - 2025-02-18",686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Leads_EN_UX_ShortCourse,"ProgrammingLanguages + CD&Others","New Sales Ad - Copy","2025-02-12 - 2025-02-18",1500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_MKT_EN_ABO,Prospecting_LLA_BST_2,Video_AllPlacements_Static_2409,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,27,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"RTG - All Leads","UGC_Pablo_AllCourses_ES_RTG_AllPlacements_Video - Copy 2","2025-02-12 - 2025-02-18",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AI,Ad4,"New Sales Ad","2025-02-12 - 2025-02-18",2559,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Awareness_Omnipresent,10_Broad_BestInCode,10_Video_BestInCode,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_UISkills,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Videos",AISchool_Python,"2025-02-12 - 2025-02-18",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Small Business Owners","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_ML,"New Sales Ad","2025-02-12 - 2025-02-18",1654,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_DA_LastCall,01_Broad_BtcampDAEsPerfecto,01_Video_BtcampDAEsPerfecto,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,50,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_Ellie_ML,"2025-02-12 - 2025-02-18",2485,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_AIProducts,"2025-02-12 - 2025-02-18",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,Leaderships,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2025-02-12 - 2025-02-18",1278,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,10_Prospecting_LLA2_AnimEstudiaAhora,12_Video_AnimEstudiaAhora,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,86,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Banners","AISchool_Python - Copy","2025-02-12 - 2025-02-18",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion,"LAA - Web Application",Andreina,"2025-02-12 - 2025-02-18",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_Data - Copy 2","2025-02-12 - 2025-02-18",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Influencer_ES,"RTG - All placements - Copy",MarcosFranz,"2025-02-12 - 2025-02-18",80,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Awareness_Omnipresent,12_Broad_MasterMotivaciones,12_Video_MasterMotivaciones,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,2,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_Visuals,"2025-02-12 - 2025-02-18",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Banners",AISchool_Python,"2025-02-12 - 2025-02-18",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners","AISchool_Data - Copy 2","2025-02-12 - 2025-02-18",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_UX,"Prospecting - Stories","New Sales Ad - Copy","2025-02-12 - 2025-02-18",15,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_ES_CBO_BackToSchool_2024,Prospecting_LLA_BST_2,Image_AllPlacements_Static_LidiaLocutora,"2025-02-12 - 2025-02-18",105,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Career Development",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_Python,"2025-02-12 - 2025-02-18",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ML,Analytics,DataScience_EN_Prospecting_AllPlacements_Video,"2025-02-12 - 2025-02-18",686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_DV,"DevOps + Cloud","New Sales Ad - Copy 2","2025-02-12 - 2025-02-18",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_FBAudience_Interests_IT,Image_AllPlacements_Carrousel,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AI,Ad3,"New Sales Ad - Copy 2","2025-02-12 - 2025-02-18",1509,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners","AISchool_Python - Copy","2025-02-12 - 2025-02-18",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_EN_ABO_ValueProp_01,02_Prospecting_LLA_WD,05_Image_WD_5Espanol,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,36,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ML,Analytics,DataScience_EN_Prospecting_AllPlacements_Video,"2025-02-12 - 2025-02-18",1306,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ML,RTG,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-02-12 - 2025-02-18",686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_BST_QApps_2_Sep24,Video_AllPlacements_Static,"2025-02-12 - 2025-02-18",16,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_WD_ES,courses_stories,courses2stories,"2025-02-12 - 2025-02-18",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,05_Prospecting_Interests_Interview,07_Video_Interview_25s,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,68,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ML,DataScience,DataScience_EN_Prospecting_AllPlacements_Video,"2025-02-12 - 2025-02-18",364,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,ML,AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_AIProducts,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO_SummerCampaign_July2024,Prospecting_FBAudience_Interests,Image_Story_Static_Croqueta,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,20,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AI,Ad4,"New Sales Ad - Copy 2","2025-02-12 - 2025-02-18",520,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,ML,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ML,DataScience,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-02-12 - 2025-02-18",364,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_LLA_QApps_1%,Video_AllPlacements_Static,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ML,DigitalData,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-02-12 - 2025-02-18",1306,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Videos",AISchool_Visuals,"2025-02-12 - 2025-02-18",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_DV,"All Interests","New Sales Ad","2025-02-12 - 2025-02-18",3591,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_ML_LastCall,02_Prospecting_Interests_ML,02_Video_ImaginaPredFuturo,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,50,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_UX,"LAA - Stories","New Sales Ad - Copy","2025-02-12 - 2025-02-18",15,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Awareness_Omnipresent,09_Broad_JuanCualEsSueno,09_Video_JuanCualEsSueno,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"LLA - All Leads","Olga_AllCourses_ES_LookalikeAudience_AllPlacements_Video - Copy","2025-02-12 - 2025-02-18",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Awareness_Omnipresent,05_Broad_Testimonial,05_Image_Testimonial,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,2,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"Victoria Mateucci1",UGC_Victoria1_AllCourses_ES_Prospecting_AllPlacements_Video,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,5,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_DA_LastCall,04_LLA2_DA_ElenaLastCall,03_Video_DA_ElenaLastCall,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,50,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_UISkills - Copy","2025-02-12 - 2025-02-18",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_DV,"DevOps + Cloud","New Sales Ad","2025-02-12 - 2025-02-18",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion,"All - Web Application",Generic_WD,"2025-02-12 - 2025-02-18",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ES,Others,WD,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,33,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_WD_ES,"Web Development_Feed",Webdevelopmentfeed1,"2025-02-12 - 2025-02-18",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"Prospecting - All Leads","ISA_AllCourses_ES_Prospecting_AllPlacements_Video - Copy 2","2025-02-12 - 2025-02-18",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion,"LAA - All Leads",Testimonial_DA,"2025-02-12 - 2025-02-18",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,ML,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"LLA - All Leads",VictoriaMateucci_AllCourses_ES_LookalikeAudience_AllPlacements_Video,"2025-02-12 - 2025-02-18",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ES,RTG,"ISA_AllCourses_ES_Retargeting_AllPlacements_Video - Copy","2025-02-12 - 2025-02-18",44,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ES,"All Interests (New Video) - Copy","New Leads Ad - Copy","2025-02-12 - 2025-02-18",50,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AI,Ad4,"New Sales Ad - Copy 2","2025-02-12 - 2025-02-18",2808,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_WD_ES,htmlcssjava_Feed,htmlcssjava2feed,"2025-02-12 - 2025-02-18",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_CustomList_BST,"New Sales Ad - Copy","2025-02-12 - 2025-02-18",1654,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_Tech_Lab,01_Prospecting_Broad_Tech_Lab,01_Video_Master_InterviewCY,"2025-02-12 - 2025-02-18",150,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_WD_ES,htmlcssjava_Feed,htmlcssjava3feed,"2025-02-12 - 2025-02-18",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_CY_ES,"Prospecting - Stories","New Sales Ad - Copy","2025-02-12 - 2025-02-18",10,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_ABO_FinancingOptions_BCAS,Prospecting_Interests,Video_AllPlacements_Static_FinancingOptions_ElisaVerano,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,58,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,IT,AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_Python - Copy","2025-02-12 - 2025-02-18",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_MK_EN_ValueProp_01,01_Prospecting_Interests,04_Image_4Dscto,"2025-02-12 - 2025-02-18",65,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO_SummerCampaign_July2024,Prospecting_FBAudience_Interests,Image_Feed_Static_VistasMar,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,25,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion,"LAA - All Leads",Testimonial_WD,"2025-02-12 - 2025-02-18",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"LLA - All Leads",UGC_Laura_AllCourses_ES_LookalikeAudience_AllPlacements_Video,"2025-02-12 - 2025-02-18",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Influencer_ES,"Professional Development",MarcosFranz,"2025-02-12 - 2025-02-18",80,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Conversion,"All - All Leads",Generic_All,"2025-02-12 - 2025-02-18",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Leads_LeadGenPersonalityQuiz,02_Prospecting_Interests,01_Video_Elena,"2025-02-12 - 2025-02-18",720,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_MK_EN_ValueProp_01,03_Prospecting_Broad_2Certifications,06_Video,"2025-02-12 - 2025-02-18","Con el presupuesto del conjunto de anuncios",,295.73,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
RMTEU_Spain_Global_Meta_Prospecting_MK_EN_ValueProp_01,01_Prospecting_Interests,01_Image_1Training,"2025-02-12 - 2025-02-18",65,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-02-12,2025-02-18
